Freq [GHz],dB(S11_OFF),dB(S11_ON),dB(S21_OFF),dB(S21_ON)
4.456,-7.5186156655,-2.6254704264,-2.6989920244,-4.8436293484
4.457,-7.4774758531,-2.6241797367,-2.7106052353,-4.8462596698
4.458,-7.4366472243,-2.6229060847,-2.7222525737,-4.8488750384
4.459,-7.3961274075,-2.6216496432,-2.7339335663,-4.8514753249
4.46,-7.3559140636,-2.6204105876,-2.7456477378,-4.8540604001
4.461,-7.3160048856,-2.6191890963,-2.7573946105,-4.8566301342
4.462,-7.276397599,-2.6179853502,-2.769173705,-4.8591843968
4.463,-7.2370899609,-2.6167995331,-2.7809845394,-4.8617230574
4.464,-7.1980797603,-2.6156318317,-2.7928266305,-4.8642459849
4.465,-7.1593648174,-2.6144824357,-2.8046994929,-4.8667530482
4.466,-7.120942984,-2.6133515375,-2.8166026397,-4.8692441156
4.467,-7.0828121428,-2.6122393328,-2.8285355822,-4.871719055
4.468,-7.0449702074,-2.6111460203,-2.8404978302,-4.8741777344
4.469,-7.0074151221,-2.6100718019,-2.8524888921,-4.8766200214
4.47,-6.9701448619,-2.6090168827,-2.864508275,-4.8790457831
4.471,-6.9331574319,-2.6079814709,-2.8765554847,-4.8814548869
4.472,-6.8964508676,-2.6069657782,-2.8886300257,-4.8838471997
4.473,-6.8600232347,-2.6059700198,-2.9007314019,-4.8862225882
4.474,-6.8238726285,-2.604994414,-2.9128591158,-4.8885809193
4.475,-6.7879971743,-2.604039183,-2.9250126694,-4.8909220597
4.476,-6.7523950269,-2.6031045525,-2.9371915638,-4.8932458759
4.477,-6.717064371,-2.6021907516,-2.9493952998,-4.8955522345
4.478,-6.6820034202,-2.6012980134,-2.9616233776,-4.8978410023
4.479,-6.647210418,-2.6004265749,-2.9738752972,-4.9001120459
4.48,-6.6126836366,-2.5995766766,-2.9861505583,-4.9023652321
4.481,-6.5784213777,-2.5987485633,-2.9984486607,-4.904600428
4.482,-6.544421972,-2.5979424837,-3.0107691043,-4.9068175005
4.483,-6.5106837793,-2.5971586906,-3.0231113894,-4.9090163172
4.484,-6.4772051881,-2.596397441,-3.0354750167,-4.9111967457
4.485,-6.443984616,-2.5956589962,-3.0478594874,-4.9133586538
4.486,-6.4110205096,-2.5949436218,-3.0602643036,-4.9155019101
4.487,-6.378311344,-2.5942515879,-3.0726889683,-4.9176263831
4.488,-6.3458556235,-2.5935831692,-3.0851329858,-4.9197319421
4.489,-6.3136518811,-2.5929386448,-3.0975958616,-4.9218184569
4.49,-6.2816986785,-2.5923182988,-3.1100771029,-4.9238857977
4.491,-6.2499946065,-2.5917224198,-3.1225762184,-4.9259338356
4.492,-6.2185382845,-2.5911513016,-3.135092719,-4.9279624421
4.493,-6.1873283611,-2.5906052428,-3.1476261176,-4.9299714897
4.494,-6.1563635136,-2.5900845472,-3.1601759298,-4.9319608515
4.495,-6.1256424486,-2.5895895237,-3.1727416736,-4.9339304018
4.496,-6.0951639016,-2.5891204867,-3.1853228699,-4.9358800155
4.497,-6.0649266374,-2.5886777558,-3.1979190429,-4.9378095689
4.498,-6.03492945,-2.5882616563,-3.2105297202,-4.939718939
4.499,-6.0051711627,-2.587872519,-3.223154433,-4.9416080042
4.5,-5.9756506286,-2.5875106805,-3.2357927167,-4.9434766443
4.501,-5.9463667302,-2.5871764835,-3.2484441107,-4.9453247401
4.502,-5.9173183799,-2.5868702763,-3.2611081592,-4.9471521741
4.503,-5.8885045199,-2.5865924135,-3.2737844113,-4.9489588302
4.504,-5.8599241227,-2.5863432561,-3.2864724214,-4.950744594
4.505,-5.8315761911,-2.5861231712,-3.2991717492,-4.9525093526
4.506,-5.8034597583,-2.5859325325,-3.3118819608,-4.9542529951
4.507,-5.7755738883,-2.5857717205,-3.3246026283,-4.9559754125
4.508,-5.7479176761,-2.5856411222,-3.3373333306,-4.9576764976
4.509,-5.7204902477,-2.5855411317,-3.3500736538,-4.9593561455
4.51,-5.6932907609,-2.5854721502,-3.3628231915,-4.9610142534
4.511,-5.666318405,-2.5854345858,-3.3755815452,-4.9626507211
4.512,-5.6395724013,-2.5854288544,-3.3883483248,-4.9642654505
4.513,-5.6130520036,-2.5854553791,-3.4011231493,-4.9658583463
4.514,-5.5867564982,-2.5855145907,-3.4139056469,-4.9674293158
4.515,-5.5606852046,-2.585606928,-3.4266954555,-4.9689782694
4.516,-5.5348374754,-2.5857328376,-3.4394922238,-4.9705051201
4.517,-5.5092126972,-2.5858927745,-3.4522956111,-4.9720097844
4.518,-5.4838102906,-2.5860872017,-3.4651052883,-4.9734921818
4.519,-5.4586297107,-2.5863165911,-3.4779209385,-4.9749522353
4.52,-5.4336704475,-2.586581423,-3.4907422573,-4.9763898715
4.521,-5.4089320267,-2.5868821867,-3.5035689537,-4.9778050209
4.522,-5.3844140096,-2.5872193807,-3.5164007507,-4.9791976176
4.523,-5.3601159941,-2.5875935125,-3.529237386,-4.9805676001
4.524,-5.3360376147,-2.5880050994,-3.5420786125,-4.9819149108
4.525,-5.3121785435,-2.588454668,-3.5549241994,-4.983239497
4.526,-5.2885384905,-2.588942755,-3.5677739325,-4.9845413102
4.527,-5.2651172043,-2.5894699072,-3.5806276156,-4.9858203071
4.528,-5.2419144726,-2.5900366817,-3.5934850705,-4.9870764493
4.529,-5.2189301227,-2.5906436461,-3.6063461388,-4.9883097035
4.53,-5.1961640224,-2.5912913788,-3.6192106819,-4.9895200422
4.531,-5.1736160804,-2.591980469,-3.6320785826,-4.9907074433
4.532,-5.1512862473,-2.5927115175,-3.6449497457,-4.9918718909
4.533,-5.1291745161,-2.5934851363,-3.6578240988,-4.9930133751
4.534,-5.1072809227,-2.5943019492,-3.6707015941,-4.9941318924
4.535,-5.0856055471,-2.595162592,-3.6835822085,-4.995227446
4.536,-5.0641485142,-2.5960677128,-3.6964659455,-4.9963000464
4.537,-5.0429099939,-2.5970179721,-3.7093528357,-4.9973497107
4.538,-5.0218902029,-2.5980140434,-3.7222429385,-4.998376464
4.539,-5.0010894049,-2.599056613,-3.7351363431,-4.999380339
4.54,-4.9805079117,-2.6001463809,-3.74803317,-5.0003613766
4.541,-4.9601460841,-2.6012840603,-3.760933572,-5.0013196261
4.542,-4.9400043327,-2.6024703788,-3.7738377356,-5.0022551453
4.543,-4.9200831194,-2.6037060781,-3.786745883,-5.0031680015
4.544,-4.9003829577,-2.6049919145,-3.7996582729,-5.0040582712
4.545,-4.8809044142,-2.6063286591,-3.8125752024,-5.0049260405
4.546,-4.8616481092,-2.6077170983,-3.8254970086,-5.005771406
4.547,-4.8426147186,-2.6091580342,-3.8384240702,-5.0065944745
4.548,-4.8238049742,-2.6106522846,-3.8513568092,-5.007395364
4.549,-4.805219665,-2.6122006838,-3.8642956928,-5.0081742037
4.55,-4.786859639,-2.6138040826,-3.8772412352,-5.0089311344
4.551,-4.7687258034,-2.6154633489,-3.8901939995,-5.0096663093
4.552,-4.7508191269,-2.6171793678,-3.9031545998,-5.0103798941
4.553,-4.7331406402,-2.6189530424,-3.9161237033,-5.0110720676
4.554,-4.7156914373,-2.6207852938,-3.9291020321,-5.0117430221
4.555,-4.6984726775,-2.6226770618,-3.9420903662,-5.012392964
4.556,-4.6814855862,-2.6246293051,-3.9550895448,-5.0130221142
4.557,-4.6647314562,-2.6266430018,-3.9681004696,-5.0136307088
4.558,-4.6482116495,-2.62871915,-3.9811241069,-5.0142189994
4.559,-4.6319275986,-2.630858768,-3.9941614902,-5.0147872537
4.56,-4.6158808079,-2.6330628947,-4.0072137228,-5.0153357564
4.561,-4.6000728552,-2.6353325904,-4.0202819807,-5.0158648092
4.562,-4.5845053933,-2.637668937,-4.0333675155,-5.0163747319
4.563,-4.5691801514,-2.6400730386,-4.0464716575,-5.0168658629
4.564,-4.5540989368,-2.642546022,-4.0595958182,-5.0173385599
4.565,-4.5392636365,-2.6450890369,-4.0727414943,-5.0177932004
4.566,-4.5246762188,-2.647703257,-4.0859102705,-5.0182301824
4.567,-4.5103387348,-2.6503898801,-4.0991038228,-5.0186499254
4.568,-4.4962533202,-2.6531501287,-4.1123239226,-5.0190528708
4.569,-4.4824221968,-2.6559852505,-4.12557244,-5.0194394829
4.57,-4.4688476741,-2.6588965193,-4.1388513474,-5.0198102496
4.571,-4.4555321516,-2.6618852351,-4.1521627239,-5.020165683
4.572,-4.4424781194,-2.664952725,-4.1655087591,-5.0205063208
4.573,-4.4296881608,-2.6681003437,-4.1788917572,-5.0208327265
4.574,-4.4171649535,-2.6713294741,-4.1923141417,-5.0211454907
4.575,-4.4049112713,-2.674641528,-4.2057784593,-5.0214452318
4.576,-4.392929986,-2.6780379466,-4.2192873851,-5.0217325973
4.577,-4.3812240686,-2.6815202012,-4.2328437272,-5.0220082642
4.578,-4.3697965912,-2.6850897939,-4.2464504312,-5.0222729406
4.579,-4.3586507285,-2.6887482582,-4.2601105862,-5.0225273662
4.58,-4.3477897591,-2.6924971597,-4.2738274292,-5.0227723139
4.581,-4.3372170672,-2.696338097,-4.2876043509,-5.0230085903
4.582,-4.326936144,-2.700272702,-4.3014449011,-5.0232370375
4.583,-4.3169505888,-2.7043026408,-4.3153527949,-5.0234585337
4.584,-4.3072641104,-2.7084296148,-4.3293319181,-5.0236739946
4.585,-4.2978805284,-2.7126553608,-4.3433863334,-5.0238843748
4.586,-4.2888037738,-2.7169816521,-4.3575202871,-5.0240906689
4.587,-4.2800378903,-2.7214102994,-4.3717382151,-5.0242939127
4.588,-4.2715870352,-2.7259431514,-4.3860447494,-5.0244951849
4.589,-4.2634554797,-2.7305820954,-4.4004447258,-5.0246956082
4.59,-4.2556476092,-2.7353290585,-4.4149431897,-5.0248963508
4.591,-4.2481679244,-2.7401860083,-4.4295454043,-5.0250986279
4.592,-4.2410210406,-2.7451549533,-4.4442568574,-5.0253037034
4.593,-4.2342116877,-2.7502379444,-4.459083269,-5.025512891
4.594,-4.2277447103,-2.7554370755,-4.4740305994,-5.0257275563
4.595,-4.2216250662,-2.7607544839,-4.4891050567,-5.0259491181
4.596,-4.2158578263,-2.7661923519,-4.5043131048,-5.0261790504
4.597,-4.2104481724,-2.7717529072,-4.5196614722,-5.0264188839
4.598,-4.2054013965,-2.7774384237,-4.53515716,-5.026670208
4.599,-4.2007228976,-2.783251223,-4.5508074505,-5.0269346724
4.6,-4.1964181805,-2.7891936745,-4.5666199159,-5.0272139892
4.601,-4.1924928515,-2.7952681968,-4.5826024277,-5.0275099348
4.602,-4.1889526161,-2.8014772585,-4.5987631648,-5.0278243521
4.603,-4.1858032742,-2.807823379,-4.6151106236,-5.0281591521
4.604,-4.1830507158,-2.8143091293,-4.6316536267,-5.0285163164
4.605,-4.180700916,-2.8209371335,-4.6484013324,-5.0288978993
4.606,-4.1787599284,-2.8277100689,-4.6653632443,-5.0293060301
4.607,-4.1772338792,-2.8346306672,-4.6825492206,-5.0297429149
4.608,-4.1761289592,-2.8417017158,-4.6999694841,-5.0302108399
4.609,-4.1754514159,-2.8489260581,-4.7176346313,-5.0307121728
4.61,-4.1752075439,-2.8563065946,-4.7355556426,-5.0312493659
4.611,-4.1754036752,-2.8638462838,-4.7537438916,-5.0318249584
4.612,-4.1760461674,-2.8715481429,-4.772211155,-5.0324415791
4.613,-4.177141392,-2.879415249,-4.7909696216,-5.0331019491
4.614,-4.1786957204,-2.8874507393,-4.8100319025,-5.0338088842
4.615,-4.1807155097,-2.8956578125,-4.8294110399,-5.034565298
4.616,-4.1832070862,-2.9040397292,-4.8491205165,-5.0353742048
4.617,-4.186176728,-2.9125998124,-4.8691742644,-5.0362387223
4.618,-4.1896306466,-2.9213414491,-4.8895866737,-5.0371620745
4.619,-4.193574966,-2.9302680897,-4.9103726012,-5.0381475952
4.62,-4.1980157005,-2.9393832496,-4.9315473783,-5.0391987305
4.621,-4.2029587316,-2.9486905094,-4.9531268189,-5.0403190426
4.622,-4.2084097816,-2.9581935152,-4.9751272263,-5.0415122126
4.623,-4.214374387,-2.9678959793,-4.9975654002,-5.0427820438
4.624,-4.2208578684,-2.9778016806,-5.0204586432,-5.0441324655
4.625,-4.2278652999,-2.9879144648,-5.0438247657,-5.0455675358
4.626,-4.2354014751,-2.9982382443,-5.0676820913,-5.0470914458
4.627,-4.2434708718,-3.008776999,-5.0920494608,-5.0487085224
4.628,-4.2520776142,-3.0195347759,-5.1169462356,-5.0504232326
4.629,-4.2612254329,-3.030515689,-5.1423922996,-5.0522401868
4.63,-4.2709176228,-3.0417239191,-5.1684080613,-5.0541641424
4.631,-4.2811569984,-3.0531637137,-5.1950144535,-5.056200008
4.632,-4.2919458467,-3.0648393866,-5.2222329329,-5.0583528469
4.633,-4.3032858785,-3.0767553168,-5.2500854776,-5.0606278812
4.634,-4.3151781766,-3.0889159484,-5.2785945841,-5.0630304953
4.635,-4.3276231418,-3.101325789,-5.3077832622,-5.0655662405
4.636,-4.3406204376,-3.1139894091,-5.3376750289,-5.0682408385
4.637,-4.3541689315,-3.1269114407,-5.3682939,-5.0710601857
4.638,-4.3682666352,-3.1400965755,-5.3996643813,-5.0740303569
4.639,-4.3829106427,-3.1535495634,-5.4318114564,-5.07715761
4.64,-4.3980970664,-3.1672752105,-5.4647605738,-5.0804483895
4.641,-4.4138209725,-3.1812783765,-5.4985376319,-5.0839093311
4.642,-4.4300763143,-3.1955639725,-5.5331689616,-5.0875472653
4.643,-4.4468558651,-3.210136958,-5.5686813067,-5.0913692219
4.644,-4.4641511506,-3.2250023377,-5.6051018032,-5.0953824343
4.645,-4.4819523806,-3.240165158,-5.6424579549,-5.0995943428
4.646,-4.5002483816,-3.2556305029,-5.6807776078,-5.1040125997
4.647,-4.5190265294,-3.2714034899,-5.7200889214,-5.1086450723
4.648,-4.5382726839,-3.2874892651,-5.7604203387,-5.1134998477
4.649,-4.5579711249,-3.3038929984,-5.8018005522,-5.1185852363
4.65,-4.5781044911,-3.320619877,-5.8442584692,-5.1239097758
4.651,-4.5986537218,-3.3376751001,-5.8878231733,-5.1294822347
4.652,-4.6195980031,-3.3550638716,-5.9325238844,-5.1353116166
4.653,-4.6409147183,-3.3727913931,-5.9783899157,-5.141407163
4.654,-4.662579405,-3.390862856,-6.0254506289,-5.1477783574
4.655,-4.6845657176,-3.4092834324,-6.0737353865,-5.154434928
4.656,-4.706845398,-3.4280582666,-6.1232735027,-5.1613868516
4.657,-4.7293882546,-3.4471924649,-6.1740941913,-5.1686443559
4.658,-4.7521621508,-3.4666910846,-6.2262265124,-5.1762179226
4.659,-4.7751330038,-3.4865591227,-6.2796993167,-5.18411829
4.66,-4.798264795,-3.5068015035,-6.3345411882,-5.1923564555
4.661,-4.8215195925,-3.5274230656,-6.3907803859,-5.2009436773
4.662,-4.8448575872,-3.5484285472,-6.4484447833,-5.2098914768
4.663,-4.8682371429,-3.5698225715,-6.5075618074,-5.2192116395
4.664,-4.8916148612,-3.5916096301,-6.568158377,-5.228916217
4.665,-4.9149456618,-3.6137940661,-6.6302608395,-5.2390175275
4.666,-4.9381828801,-3.6363800555,-6.6938949084,-5.2495281563
4.667,-4.9612783797,-3.6593715878,-6.7590856001,-5.2604609563
4.668,-4.9841826833,-3.6827724454,-6.8258571708,-5.2718290477
4.669,-5.0068451194,-3.7065861815,-6.8942330549,-5.283645817
4.67,-5.0292139867,-3.730816097,-6.964235803,-5.2959249165
4.671,-5.0512367343,-3.7554652158,-7.0358870219,-5.3086802623
4.672,-5.0728601581,-3.7805362588,-7.1092073159,-5.3219260322
4.673,-5.0940306123,-3.8060316168,-7.1842162302,-5.3356766635
4.674,-5.1146942346,-3.8319533214,-7.260932196,-5.3499468495
4.675,-5.1347971843,-3.8583030152,-7.3393724784,-5.3647515355
4.676,-5.1542858907,-3.8850819192,-7.4195531272,-5.3801059152
4.677,-5.1731073116,-3.9122908003,-7.5014889309,-5.396025425
4.678,-5.1912091979,-3.9399299361,-7.5851933736,-5.4125257385
4.679,-5.2085403631,-3.9679990783,-7.6706785963,-5.4296227604
4.68,-5.225050955,-3.9964974154,-7.7579553617,-5.4473326193
4.681,-5.2406927268,-4.0254235326,-7.8470330233,-5.46567166
4.682,-5.2554193045,-4.0547753711,-7.937919499,-5.4846564348
4.683,-5.2691864481,-4.0845501857,-8.0306212491,-5.5043036943
4.684,-5.281952304,-4.1147445008,-8.1251432592,-5.5246303775
4.685,-5.2936776447,-4.1453540652,-8.2214890276,-5.5456536008
4.686,-5.3043260936,-4.1763738058,-8.3196605578,-5.5673906464
4.687,-5.3138643326,-4.2077977795,-8.4196583563,-5.5898589494
4.688,-5.3222622893,-4.2396191248,-8.5214814344,-5.6130760853
4.689,-5.3294933015,-4.2718300119,-8.6251273161,-5.6370597551
4.69,-5.3355342579,-4.3044215923,-8.7305920498,-5.6618277706
4.691,-5.3403657122,-4.3373839478,-8.8378702256,-5.6873980386
4.692,-5.3439719705,-4.3707060393,-8.9469549963,-5.7137885442
4.693,-5.3463411496,-4.4043756552,-9.0578381043,-5.7410173333
4.694,-5.3474652075,-4.4383793601,-9.1705099109,-5.7691024945
4.695,-5.3473399442,-4.4727024441,-9.2849594315,-5.7980621397
4.696,-5.3459649749,-4.5073288729,-9.4011743733,-5.8279143847
4.697,-5.3433436741,-4.5422412391,-9.5191411771,-5.8586773284
4.698,-5.3394830946,-4.577420715,-9.6388450626,-5.8903690315
4.699,-5.3343938596,-4.6128470079,-9.7602700757,-5.9230074947
4.7,-5.3280900329,-4.6484983175,-9.8833991399,-5.956610636
4.701,-5.3205889662,-4.684351297,-10.0082141086,-5.9911962678
4.702,-5.311911128,-4.7203810172,-10.1346958202,-6.026782073
4.703,-5.302079916,-4.7565609355,-10.2628241547,-6.0633855808
4.704,-5.2911214542,-4.7928628693,-10.3925780915,-6.1010241424
4.705,-5.2790643796,-4.8292569761,-10.5239357683,-6.1397149061
4.706,-5.2659396195,-4.865711738,-10.6568745407,-6.1794747916
4.707,-5.2517801621,-4.9021939552,-10.7913710418,-6.2203204652
4.708,-5.2366208245,-4.9386687461,-10.9274012422,-6.2622683142
4.709,-5.2204980182,-4.9750995559,-11.0649405098,-6.305334421
4.71,-5.203449517,-5.0114481749,-11.2039636685,-6.349534538
4.711,-5.1855142266,-5.0476747665,-11.3444450567,-6.3948840619
4.712,-5.1667319611,-5.0837379056,-11.4863585843,-6.4413980089
4.713,-5.1471432248,-5.1195946288,-11.6296777888,-6.4890909895
4.714,-5.126789004,-5.1552004963,-11.7743758893,-6.5379771845
4.715,-5.105710567,-5.1905096662,-11.9204258395,-6.5880703209
4.716,-5.0839492766,-5.225474982,-12.0678003782,-6.6393836485
4.717,-5.061546413,-5.2600480734,-12.2164720785,-6.6919299177
4.718,-5.0385430096,-5.2941794712,-12.3664133937,-6.7457213574
4.719,-5.0149797016,-5.3278187354,-12.5175967023,-6.8007696546
4.72,-4.9908965877,-5.3609145979,-12.6699943499,-6.8570859338
4.721,-4.9663331047,-5.3934151184,-12.8235786882,-6.9146807393
4.722,-4.9413279155,-5.4252678548,-12.9783221127,-6.9735640168
4.723,-4.9159188094,-5.4564200454,-13.1341970969,-7.0337450973
4.724,-4.8901426157,-5.4868188045,-13.2911762244,-7.0952326823
4.725,-4.8640351289,-5.5164113288,-13.4492322183,-7.1580348302
4.726,-4.8376310453,-5.5451451153,-13.6083379679,-7.2221589442
4.727,-4.8109639112,-5.572968187,-13.7684665533,-7.2876117618
4.728,-4.7840660812,-5.5998293276,-13.9295912671,-7.3543993458
4.729,-4.7569686858,-5.6256783212,-14.0916856337,-7.4225270773
4.73,-4.7297016087,-5.6504661972,-14.2547234263,-7.4919996499
4.731,-4.7022934722,-5.6741454761,-14.4186786816,-7.5628210658
4.732,-4.6747716294,-5.6966704165,-14.5835257118,-7.6349946342
4.733,-4.6471621652,-5.7179972587,-14.7492391147,-7.7085229703
4.734,-4.619489901,-5.7380844643,-14.915793782,-7.7834079972
4.735,-4.5917784073,-5.7568929479,-15.0831649045,-7.859650949
4.736,-4.5640500198,-5.7743862996,-15.2513279764,-7.9372523757
4.737,-4.53632586,-5.7905309952,-15.420258797,-8.01621215
4.738,-4.5086258603,-5.8052965919,-15.589933471,-8.0965294755
4.739,-4.4809687913,-5.818655907,-15.7603284065,-8.1782028974
4.74,-4.4533722923,-5.8305851779,-15.9314203122,-8.2612303134
4.741,-4.4258529044,-5.8410642012,-16.1031861922,-8.3456089877
4.742,-4.3984261044,-5.8500764495,-16.2756033397,-8.4313355653
4.743,-4.3711063411,-5.8576091635,-16.4486493298,-8.518406089
4.744,-4.343907072,-5.8636534201,-16.6223020098,-8.6068160163
4.745,-4.3168408011,-5.8682041736,-16.7965394894,-8.6965602389
4.746,-4.289919117,-5.8712602715,-16.9713401294,-8.7876331028
4.747,-4.2631527311,-5.8728244433,-17.1466825292,-8.8800284298
4.748,-4.236551516,-5.8729032628,-17.3225455132,-8.9737395398
4.749,-4.2101245434,-5.8715070859,-17.4989081169,-9.0687592744
4.75,-4.1838801213,-5.8686499624,-17.6757495716,-9.1650800208
4.751,-4.1578258317,-5.8643495252,-17.8530492885,-9.2626937375
4.752,-4.1319685663,-5.8586268571,-18.0307868422,-9.3615919796
4.753,-4.1063145623,-5.8515063373,-18.2089419533,-9.4617659253
4.754,-4.0808694367,-5.8430154702,-18.3874944706,-9.5632064028
4.755,-4.0556382199,-5.8331846973,-18.5664243532,-9.6659039175
4.756,-4.0306253887,-5.8220471957,-18.7457116513,-9.7698486796
4.757,-4.0058348972,-5.809638665,-18.925336487,-9.8750306319
4.758,-3.9812702074,-5.7959971053,-19.1052790351,-9.9814394774
4.759,-3.9569343183,-5.7811625878,-19.285519503,-10.089064708
4.76,-3.9328297944,-5.7651770222,-19.4660381107,-10.1978956313
4.761,-3.9089587921,-5.7480839211,-19.6468150702,-10.3079213996
4.762,-3.8853230855,-5.7299281653,-19.8278305657,-10.4191310365
4.763,-3.8619240917,-5.7107557705,-20.0090647323,-10.5315134648
4.764,-3.8387628934,-5.6906136593,-20.1904976353,-10.6450575333
4.765,-3.8158402618,-5.6695494382,-20.37210925,-10.7597520436
4.766,-3.7931566782,-5.6476111824,-20.5538794404,-10.8755857759
4.767,-3.7707123536,-5.6248472293,-20.7357879385,-10.9925475152
4.768,-3.7485072482,-5.6013059821,-20.9178143238,-11.110626076
4.769,-3.7265410901,-5.5770357244,-21.0999380022,-11.2298103273
4.77,-3.7048133919,-5.552084446,-21.2821381859,-11.350089216
4.771,-3.6833234674,-5.5264996818,-21.4643938727,-11.4714517908
4.772,-3.6620704469,-5.5003283624,-21.6466838257,-11.5938872245
4.773,-3.641053292,-5.4736166782,-21.8289865534,-11.717384836
4.774,-3.6202708092,-5.4464099563,-22.0112802895,-11.8419341116
4.775,-3.5997216627,-5.4187525503,-22.1935429734,-11.9675247256
4.776,-3.5794043872,-5.3906877425,-22.3757522308,-12.09414656
4.777,-3.5593173984,-5.3622576589,-22.5578853542,-12.2217897235
4.778,-3.5394590047,-5.3335031957,-22.7399192845,-12.35044457
4.779,-3.5198274169,-5.3044639577,-22.9218305916,-12.4801017163
4.78,-3.5004207576,-5.2751782074,-23.1035954567,-12.6107520587
4.781,-3.4812370705,-5.2456828244,-23.2851896537,-12.7423867897
4.782,-3.4622743281,-5.2160132748,-23.4665885318,-12.8749974129
4.783,-3.4435304403,-5.1862035895,-23.6477669978,-13.0085757582
4.784,-3.4250032609,-5.1562863505,-23.8286994985,-13.1431139961
4.785,-3.406690595,-5.126292686,-24.0093600047,-13.2786046507
4.786,-3.3885902048,-5.096252271,-24.1897219934,-13.4150406134
4.787,-3.3706998161,-5.066193336,-24.3697584321,-13.5524151544
4.788,-3.3530171233,-5.0361426799,-24.5494417623,-13.690721935
4.789,-3.3355397949,-5.0061256891,-24.7287438836,-13.8299550187
4.79,-3.318265478,-4.9761663603,-24.9076361378,-13.9701088817
4.791,-3.3011918027,-4.9462873282,-25.0860892932,-14.1111784234
